dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2000-03-01,6.6430000000000025,0.219,Amersfoort,Netherlands,52.24N,5.26E
2000-04-01,9.733,0.184,Amersfoort,Netherlands,52.24N,5.26E
2000-05-01,14.757,0.295,Amersfoort,Netherlands,52.24N,5.26E
2000-06-01,15.995999999999999,0.192,Amersfoort,Netherlands,52.24N,5.26E
2000-07-01,15.562,0.209,Amersfoort,Netherlands,52.24N,5.26E
2000-08-01,17.5,0.306,Amersfoort,Netherlands,52.24N,5.26E
2000-09-01,15.899,0.259,Amersfoort,Netherlands,52.24N,5.26E
2000-10-01,11.177999999999999,0.166,Amersfoort,Netherlands,52.24N,5.26E
2000-11-01,7.524,0.207,Amersfoort,Netherlands,52.24N,5.26E
2000-12-01,4.574,0.175,Amersfoort,Netherlands,52.24N,5.26E
2001-01-01,2.384,0.165,Amersfoort,Netherlands,52.24N,5.26E
2001-02-01,4.199,0.183,Amersfoort,Netherlands,52.24N,5.26E
2001-03-01,4.845,0.17800000000000002,Amersfoort,Netherlands,52.24N,5.26E
2001-04-01,8.119,0.146,Amersfoort,Netherlands,52.24N,5.26E
2001-05-01,13.964,0.219,Amersfoort,Netherlands,52.24N,5.26E
2001-06-01,15.071,0.246,Amersfoort,Netherlands,52.24N,5.26E
2001-07-01,18.482,0.213,Amersfoort,Netherlands,52.24N,5.26E
2001-08-01,18.6,0.152,Amersfoort,Netherlands,52.24N,5.26E
2001-09-01,13.729,0.275,Amersfoort,Netherlands,52.24N,5.26E
2001-10-01,14.154000000000002,0.177,Amersfoort,Netherlands,52.24N,5.26E
2001-11-01,6.952999999999999,0.271,Amersfoort,Netherlands,52.24N,5.26E
2001-12-01,2.436,0.208,Amersfoort,Netherlands,52.24N,5.26E
2002-01-01,4.003,0.282,Amersfoort,Netherlands,52.24N,5.26E
2002-02-01,6.771,0.17600000000000002,Amersfoort,Netherlands,52.24N,5.26E
2002-03-01,7.0939999999999985,0.215,Amersfoort,Netherlands,52.24N,5.26E
2002-04-01,9.102,0.154,Amersfoort,Netherlands,52.24N,5.26E
2002-05-01,13.550999999999998,0.14,Amersfoort,Netherlands,52.24N,5.26E
2002-06-01,16.709,0.112,Amersfoort,Netherlands,52.24N,5.26E
2002-07-01,17.653,0.179,Amersfoort,Netherlands,52.24N,5.26E
2002-08-01,18.917,0.175,Amersfoort,Netherlands,52.24N,5.26E
2002-09-01,15.008,0.177,Amersfoort,Netherlands,52.24N,5.26E
2002-10-01,9.33,0.252,Amersfoort,Netherlands,52.24N,5.26E
2002-11-01,7.403,0.257,Amersfoort,Netherlands,52.24N,5.26E
2002-12-01,2.138,0.171,Amersfoort,Netherlands,52.24N,5.26E
2003-01-01,2.153,0.17600000000000002,Amersfoort,Netherlands,52.24N,5.26E
2003-02-01,1.7199999999999998,0.336,Amersfoort,Netherlands,52.24N,5.26E
2003-03-01,7.130000000000001,0.221,Amersfoort,Netherlands,52.24N,5.26E
2003-04-01,9.549,0.238,Amersfoort,Netherlands,52.24N,5.26E
2003-05-01,13.421,0.307,Amersfoort,Netherlands,52.24N,5.26E
2003-06-01,17.769000000000005,0.364,Amersfoort,Netherlands,52.24N,5.26E
2003-07-01,18.849,0.284,Amersfoort,Netherlands,52.24N,5.26E
2003-08-01,19.267000000000003,0.377,Amersfoort,Netherlands,52.24N,5.26E
2003-09-01,14.626,0.258,Amersfoort,Netherlands,52.24N,5.26E
2003-10-01,7.504999999999999,0.303,Amersfoort,Netherlands,52.24N,5.26E
2003-11-01,7.649,0.26,Amersfoort,Netherlands,52.24N,5.26E
2003-12-01,3.718,0.198,Amersfoort,Netherlands,52.24N,5.26E
2004-01-01,3.1910000000000003,0.188,Amersfoort,Netherlands,52.24N,5.26E
2004-02-01,4.5969999999999995,0.139,Amersfoort,Netherlands,52.24N,5.26E
2004-03-01,5.774,0.23,Amersfoort,Netherlands,52.24N,5.26E
2004-04-01,10.253,0.235,Amersfoort,Netherlands,52.24N,5.26E
2004-05-01,12.189,0.243,Amersfoort,Netherlands,52.24N,5.26E
2004-06-01,15.659999999999998,0.29600000000000004,Amersfoort,Netherlands,52.24N,5.26E
2004-07-01,16.907,0.192,Amersfoort,Netherlands,52.24N,5.26E
2004-08-01,19.074,0.238,Amersfoort,Netherlands,52.24N,5.26E
2004-09-01,15.376,0.14400000000000002,Amersfoort,Netherlands,52.24N,5.26E
2004-10-01,11.184,0.242,Amersfoort,Netherlands,52.24N,5.26E
2004-11-01,6.081,0.175,Amersfoort,Netherlands,52.24N,5.26E
2004-12-01,2.946,0.193,Amersfoort,Netherlands,52.24N,5.26E
2005-01-01,4.85,0.14,Amersfoort,Netherlands,52.24N,5.26E
2005-02-01,2.27,0.231,Amersfoort,Netherlands,52.24N,5.26E
2005-03-01,6.069,0.232,Amersfoort,Netherlands,52.24N,5.26E
2005-04-01,9.991,0.211,Amersfoort,Netherlands,52.24N,5.26E
2005-05-01,12.564,0.246,Amersfoort,Netherlands,52.24N,5.26E
2005-06-01,16.552,0.139,Amersfoort,Netherlands,52.24N,5.26E
2005-07-01,17.718,0.149,Amersfoort,Netherlands,52.24N,5.26E
2005-08-01,16.310000000000002,0.123,Amersfoort,Netherlands,52.24N,5.26E
2005-09-01,16.021,0.146,Amersfoort,Netherlands,52.24N,5.26E
2005-10-01,13.171,0.193,Amersfoort,Netherlands,52.24N,5.26E
2005-11-01,6.734,0.208,Amersfoort,Netherlands,52.24N,5.26E
2005-12-01,3.53,0.209,Amersfoort,Netherlands,52.24N,5.26E
2006-01-01,1.034,0.282,Amersfoort,Netherlands,52.24N,5.26E
2006-02-01,2.6519999999999997,0.269,Amersfoort,Netherlands,52.24N,5.26E
2006-03-01,3.624,0.252,Amersfoort,Netherlands,52.24N,5.26E
2006-04-01,8.471,0.269,Amersfoort,Netherlands,52.24N,5.26E
2006-05-01,14.234000000000002,0.363,Amersfoort,Netherlands,52.24N,5.26E
2006-06-01,16.352999999999998,0.242,Amersfoort,Netherlands,52.24N,5.26E
2006-07-01,21.941,0.246,Amersfoort,Netherlands,52.24N,5.26E
2006-08-01,16.610000000000007,0.313,Amersfoort,Netherlands,52.24N,5.26E
2006-09-01,18.101,0.132,Amersfoort,Netherlands,52.24N,5.26E
2006-10-01,13.413,0.17600000000000002,Amersfoort,Netherlands,52.24N,5.26E
2006-11-01,8.932,0.156,Amersfoort,Netherlands,52.24N,5.26E
2006-12-01,6.223,0.17,Amersfoort,Netherlands,52.24N,5.26E
2007-01-01,6.670999999999999,0.184,Amersfoort,Netherlands,52.24N,5.26E
2007-02-01,5.784,0.163,Amersfoort,Netherlands,52.24N,5.26E
2007-03-01,7.854,0.256,Amersfoort,Netherlands,52.24N,5.26E
2007-04-01,12.459,0.224,Amersfoort,Netherlands,52.24N,5.26E
2007-05-01,13.963,0.172,Amersfoort,Netherlands,52.24N,5.26E
2007-06-01,17.497999999999998,0.181,Amersfoort,Netherlands,52.24N,5.26E
2007-07-01,17.095,0.179,Amersfoort,Netherlands,52.24N,5.26E
2007-08-01,17.175,0.078,Amersfoort,Netherlands,52.24N,5.26E
2007-09-01,14.073,0.358,Amersfoort,Netherlands,52.24N,5.26E
2007-10-01,9.844,0.127,Amersfoort,Netherlands,52.24N,5.26E
2007-11-01,6.635,0.17,Amersfoort,Netherlands,52.24N,5.26E
2007-12-01,3.429,0.222,Amersfoort,Netherlands,52.24N,5.26E
2008-01-01,5.946999999999999,0.238,Amersfoort,Netherlands,52.24N,5.26E
2008-02-01,5.051,0.26,Amersfoort,Netherlands,52.24N,5.26E
2008-03-01,5.732,0.219,Amersfoort,Netherlands,52.24N,5.26E
2008-04-01,8.597999999999999,0.211,Amersfoort,Netherlands,52.24N,5.26E
2008-05-01,15.322000000000001,0.204,Amersfoort,Netherlands,52.24N,5.26E
2008-06-01,16.369999999999994,0.245,Amersfoort,Netherlands,52.24N,5.26E
2008-07-01,18.128,0.12,Amersfoort,Netherlands,52.24N,5.26E
2008-08-01,17.597,0.224,Amersfoort,Netherlands,52.24N,5.26E
2008-09-01,13.838,0.197,Amersfoort,Netherlands,52.24N,5.26E
2008-10-01,9.868,0.093,Amersfoort,Netherlands,52.24N,5.26E
2008-11-01,6.595,0.189,Amersfoort,Netherlands,52.24N,5.26E
2008-12-01,1.954,0.171,Amersfoort,Netherlands,52.24N,5.26E
2009-01-01,0.52,0.293,Amersfoort,Netherlands,52.24N,5.26E
2009-02-01,2.997,0.192,Amersfoort,Netherlands,52.24N,5.26E
2009-03-01,6.009,0.173,Amersfoort,Netherlands,52.24N,5.26E
2009-04-01,11.75,0.28,Amersfoort,Netherlands,52.24N,5.26E
2009-05-01,13.715,0.243,Amersfoort,Netherlands,52.24N,5.26E
2009-06-01,15.617,0.168,Amersfoort,Netherlands,52.24N,5.26E
2009-07-01,18.2,0.27,Amersfoort,Netherlands,52.24N,5.26E
2009-08-01,18.671000000000006,0.265,Amersfoort,Netherlands,52.24N,5.26E
2009-09-01,15.288,0.199,Amersfoort,Netherlands,52.24N,5.26E
2009-10-01,10.332,0.116,Amersfoort,Netherlands,52.24N,5.26E
2009-11-01,9.04,0.289,Amersfoort,Netherlands,52.24N,5.26E
2009-12-01,1.847,0.151,Amersfoort,Netherlands,52.24N,5.26E
2010-01-01,-1.16,0.269,Amersfoort,Netherlands,52.24N,5.26E
2010-02-01,1.1819999999999995,0.202,Amersfoort,Netherlands,52.24N,5.26E
2010-03-01,6.085,0.18600000000000005,Amersfoort,Netherlands,52.24N,5.26E
2010-04-01,9.164,0.08199999999999999,Amersfoort,Netherlands,52.24N,5.26E
2010-05-01,10.363,0.13699999999999998,Amersfoort,Netherlands,52.24N,5.26E
2010-06-01,16.213,0.256,Amersfoort,Netherlands,52.24N,5.26E
2010-07-01,19.775,0.362,Amersfoort,Netherlands,52.24N,5.26E
2010-08-01,16.912000000000006,0.222,Amersfoort,Netherlands,52.24N,5.26E
2010-09-01,13.661,0.194,Amersfoort,Netherlands,52.24N,5.26E
2010-10-01,10.279000000000002,0.149,Amersfoort,Netherlands,52.24N,5.26E
2010-11-01,5.385,0.261,Amersfoort,Netherlands,52.24N,5.26E
2010-12-01,-1.7780000000000005,0.3,Amersfoort,Netherlands,52.24N,5.26E
2011-01-01,2.934,0.237,Amersfoort,Netherlands,52.24N,5.26E
2011-02-01,4.21,0.211,Amersfoort,Netherlands,52.24N,5.26E
2011-03-01,5.9170000000000025,0.16699999999999998,Amersfoort,Netherlands,52.24N,5.26E
2011-04-01,12.554,0.153,Amersfoort,Netherlands,52.24N,5.26E
2011-05-01,14.066,0.149,Amersfoort,Netherlands,52.24N,5.26E
2011-06-01,16.273,0.267,Amersfoort,Netherlands,52.24N,5.26E
2011-07-01,16.02,0.179,Amersfoort,Netherlands,52.24N,5.26E
2011-08-01,16.975,0.139,Amersfoort,Netherlands,52.24N,5.26E
2011-09-01,15.788,0.109,Amersfoort,Netherlands,52.24N,5.26E
2011-10-01,11.337,0.221,Amersfoort,Netherlands,52.24N,5.26E
2011-11-01,6.99,0.097,Amersfoort,Netherlands,52.24N,5.26E
2011-12-01,5.722,0.261,Amersfoort,Netherlands,52.24N,5.26E
2012-01-01,4.348,0.293,Amersfoort,Netherlands,52.24N,5.26E
2012-02-01,0.3759999999999999,0.29,Amersfoort,Netherlands,52.24N,5.26E
2012-03-01,7.862999999999999,0.135,Amersfoort,Netherlands,52.24N,5.26E
2012-04-01,8.101,0.168,Amersfoort,Netherlands,52.24N,5.26E
2012-05-01,14.169,0.191,Amersfoort,Netherlands,52.24N,5.26E
2012-06-01,14.702,0.342,Amersfoort,Netherlands,52.24N,5.26E
2012-07-01,17.329,0.287,Amersfoort,Netherlands,52.24N,5.26E
2012-08-01,18.588,0.224,Amersfoort,Netherlands,52.24N,5.26E
2012-09-01,14.333,0.207,Amersfoort,Netherlands,52.24N,5.26E
2012-10-01,10.357999999999999,0.208,Amersfoort,Netherlands,52.24N,5.26E
2012-11-01,6.468999999999999,0.189,Amersfoort,Netherlands,52.24N,5.26E
2012-12-01,4.303,0.341,Amersfoort,Netherlands,52.24N,5.26E
2013-01-01,1.479,0.217,Amersfoort,Netherlands,52.24N,5.26E
2013-02-01,1.5589999999999995,0.304,Amersfoort,Netherlands,52.24N,5.26E
2013-03-01,2.253,0.267,Amersfoort,Netherlands,52.24N,5.26E
2013-04-01,7.71,0.182,Amersfoort,Netherlands,52.24N,5.26E
2013-05-01,11.464,0.236,Amersfoort,Netherlands,52.24N,5.26E
2013-06-01,15.043,0.261,Amersfoort,Netherlands,52.24N,5.26E
2013-07-01,18.775,0.193,Amersfoort,Netherlands,52.24N,5.26E
2013-08-01,18.025,0.298,Amersfoort,Netherlands,52.24N,5.26E
2013-09-01,,,Amersfoort,Netherlands,52.24N,5.26E
1960-01-01,2.425,0.215,Amsterdam,Netherlands,52.24N,5.26E
1960-02-01,3.083,0.245,Amsterdam,Netherlands,52.24N,5.26E
1960-03-01,5.8580000000000005,0.34700000000000003,Amsterdam,Netherlands,52.24N,5.26E
1960-04-01,8.870000000000003,0.226,Amsterdam,Netherlands,52.24N,5.26E
1960-05-01,13.088,0.454,Amsterdam,Netherlands,52.24N,5.26E
1960-06-01,16.281,0.342,Amsterdam,Netherlands,52.24N,5.26E
1960-07-01,15.752999999999998,0.213,Amsterdam,Netherlands,52.24N,5.26E
1960-08-01,16.073,0.451,Amsterdam,Netherlands,52.24N,5.26E
1960-09-01,13.96,0.163,Amsterdam,Netherlands,52.24N,5.26E
1960-10-01,10.681,0.193,Amsterdam,Netherlands,52.24N,5.26E
1960-11-01,7.492000000000001,0.202,Amsterdam,Netherlands,52.24N,5.26E
1960-12-01,2.766,0.161,Amsterdam,Netherlands,52.24N,5.26E
1961-01-01,1.781,0.204,Amsterdam,Netherlands,52.24N,5.26E
1961-02-01,6.159,0.361,Amsterdam,Netherlands,52.24N,5.26E
1961-03-01,7.395,0.21600000000000005,Amsterdam,Netherlands,52.24N,5.26E
1961-04-01,10.536,0.381,Amsterdam,Netherlands,52.24N,5.26E
1961-05-01,11.182,0.588,Amsterdam,Netherlands,52.24N,5.26E
1961-06-01,15.562999999999999,0.308,Amsterdam,Netherlands,52.24N,5.26E
1961-07-01,15.719,0.241,Amsterdam,Netherlands,52.24N,5.26E
1961-08-01,16.158,0.136,Amsterdam,Netherlands,52.24N,5.26E
1961-09-01,16.965999999999998,0.214,Amsterdam,Netherlands,52.24N,5.26E
1961-10-01,11.569,0.341,Amsterdam,Netherlands,52.24N,5.26E
1961-11-01,4.896,0.301,Amsterdam,Netherlands,52.24N,5.26E
1961-12-01,1.378,0.188,Amsterdam,Netherlands,52.24N,5.26E
1962-01-01,3.2569999999999997,0.181,Amsterdam,Netherlands,52.24N,5.26E
1962-02-01,2.806,0.146,Amsterdam,Netherlands,52.24N,5.26E
1962-03-01,2.052,0.229,Amsterdam,Netherlands,52.24N,5.26E
1962-04-01,7.943,0.235,Amsterdam,Netherlands,52.24N,5.26E
1962-05-01,10.165,0.246,Amsterdam,Netherlands,52.24N,5.26E
1962-06-01,13.72,0.467,Amsterdam,Netherlands,52.24N,5.26E
1962-07-01,14.790999999999999,0.17800000000000002,Amsterdam,Netherlands,52.24N,5.26E
1962-08-01,15.411,0.28800000000000003,Amsterdam,Netherlands,52.24N,5.26E
1962-09-01,13.110999999999999,0.304,Amsterdam,Netherlands,52.24N,5.26E
1962-10-01,10.732,0.477,Amsterdam,Netherlands,52.24N,5.26E
1962-11-01,4.158,0.258,Amsterdam,Netherlands,52.24N,5.26E
1962-12-01,-0.6990000000000003,0.265,Amsterdam,Netherlands,52.24N,5.26E
1963-01-01,-5.634,0.249,Amsterdam,Netherlands,52.24N,5.26E
1963-02-01,-3.723,0.277,Amsterdam,Netherlands,52.24N,5.26E
1963-03-01,4.769,0.267,Amsterdam,Netherlands,52.24N,5.26E
1963-04-01,8.787,0.273,Amsterdam,Netherlands,52.24N,5.26E
1963-05-01,10.993,0.377,Amsterdam,Netherlands,52.24N,5.26E
1963-06-01,15.69,0.355,Amsterdam,Netherlands,52.24N,5.26E
1963-07-01,16.365,0.262,Amsterdam,Netherlands,52.24N,5.26E
1963-08-01,15.667000000000002,0.123,Amsterdam,Netherlands,52.24N,5.26E
1963-09-01,14.144,0.278,Amsterdam,Netherlands,52.24N,5.26E
1963-10-01,9.54,0.266,Amsterdam,Netherlands,52.24N,5.26E
1963-11-01,8.277999999999999,0.31,Amsterdam,Netherlands,52.24N,5.26E
1963-12-01,-1.2119999999999995,0.29600000000000004,Amsterdam,Netherlands,52.24N,5.26E
1964-01-01,0.54,0.287,Amsterdam,Netherlands,52.24N,5.26E
1964-02-01,3.387,0.24,Amsterdam,Netherlands,52.24N,5.26E
1964-03-01,2.8240000000000003,0.154,Amsterdam,Netherlands,52.24N,5.26E
1964-04-01,8.841000000000003,0.211,Amsterdam,Netherlands,52.24N,5.26E
1964-05-01,14.226,0.35,Amsterdam,Netherlands,52.24N,5.26E
1964-06-01,15.489,0.319,Amsterdam,Netherlands,52.24N,5.26E
1964-07-01,16.987000000000002,0.231,Amsterdam,Netherlands,52.24N,5.26E
1964-08-01,16.46,0.24,Amsterdam,Netherlands,52.24N,5.26E
1964-09-01,14.602,0.14300000000000002,Amsterdam,Netherlands,52.24N,5.26E
1964-10-01,8.279,0.335,Amsterdam,Netherlands,52.24N,5.26E
1964-11-01,6.369,0.208,Amsterdam,Netherlands,52.24N,5.26E
1964-12-01,2.186,0.257,Amsterdam,Netherlands,52.24N,5.26E
1965-01-01,2.535,0.13699999999999998,Amsterdam,Netherlands,52.24N,5.26E
1965-02-01,1.994,0.183,Amsterdam,Netherlands,52.24N,5.26E
1965-03-01,4.495,0.245,Amsterdam,Netherlands,52.24N,5.26E
1965-04-01,7.6800000000000015,0.198,Amsterdam,Netherlands,52.24N,5.26E
1965-05-01,12.039000000000001,0.293,Amsterdam,Netherlands,52.24N,5.26E
1965-06-01,15.005,0.411,Amsterdam,Netherlands,52.24N,5.26E
1965-07-01,15.215,0.382,Amsterdam,Netherlands,52.24N,5.26E
1965-08-01,15.63,0.314,Amsterdam,Netherlands,52.24N,5.26E
1965-09-01,13.337,0.199,Amsterdam,Netherlands,52.24N,5.26E
1965-10-01,10.208,0.261,Amsterdam,Netherlands,52.24N,5.26E
1965-11-01,2.716,0.2,Amsterdam,Netherlands,52.24N,5.26E
1965-12-01,4.082,0.246,Amsterdam,Netherlands,52.24N,5.26E
1966-01-01,0.058999999999999934,0.211,Amsterdam,Netherlands,52.24N,5.26E
1966-02-01,4.16,0.5710000000000001,Amsterdam,Netherlands,52.24N,5.26E
1966-03-01,5.206,0.264,Amsterdam,Netherlands,52.24N,5.26E
1966-04-01,8.22,0.16699999999999998,Amsterdam,Netherlands,52.24N,5.26E
1966-05-01,13.258,0.34700000000000003,Amsterdam,Netherlands,52.24N,5.26E
1966-06-01,17.012999999999998,0.239,Amsterdam,Netherlands,52.24N,5.26E
1966-07-01,15.727,0.41,Amsterdam,Netherlands,52.24N,5.26E
1966-08-01,15.988,0.232,Amsterdam,Netherlands,52.24N,5.26E
1966-09-01,14.164,0.322,Amsterdam,Netherlands,52.24N,5.26E
1966-10-01,11.277,0.339,Amsterdam,Netherlands,52.24N,5.26E
1966-11-01,4.526,0.3,Amsterdam,Netherlands,52.24N,5.26E
1966-12-01,4.09,0.31,Amsterdam,Netherlands,52.24N,5.26E
1967-01-01,2.9760000000000004,0.202,Amsterdam,Netherlands,52.24N,5.26E
1967-02-01,5.142,0.373,Amsterdam,Netherlands,52.24N,5.26E
1967-03-01,7.08,0.259,Amsterdam,Netherlands,52.24N,5.26E
1967-04-01,7.263,0.313,Amsterdam,Netherlands,52.24N,5.26E
1967-05-01,12.779000000000002,0.365,Amsterdam,Netherlands,52.24N,5.26E
1967-06-01,14.606,0.261,Amsterdam,Netherlands,52.24N,5.26E
1967-07-01,18.04,0.466,Amsterdam,Netherlands,52.24N,5.26E
1967-08-01,16.733,0.331,Amsterdam,Netherlands,52.24N,5.26E
1967-09-01,14.571,0.273,Amsterdam,Netherlands,52.24N,5.26E
1967-10-01,11.675999999999998,0.172,Amsterdam,Netherlands,52.24N,5.26E
1967-11-01,5.172999999999999,0.242,Amsterdam,Netherlands,52.24N,5.26E
1967-12-01,3.044,0.261,Amsterdam,Netherlands,52.24N,5.26E
1968-01-01,1.513,0.241,Amsterdam,Netherlands,52.24N,5.26E
1968-02-01,1.5719999999999998,0.182,Amsterdam,Netherlands,52.24N,5.26E
1968-03-01,6.224,0.193,Amsterdam,Netherlands,52.24N,5.26E
1968-04-01,9.164,0.315,Amsterdam,Netherlands,52.24N,5.26E
1968-05-01,11.101,0.298,Amsterdam,Netherlands,52.24N,5.26E
1968-06-01,15.559,0.294,Amsterdam,Netherlands,52.24N,5.26E
1968-07-01,16.421,0.225,Amsterdam,Netherlands,52.24N,5.26E
1968-08-01,17.258000000000006,0.195,Amsterdam,Netherlands,52.24N,5.26E
1968-09-01,14.718,0.08900000000000001,Amsterdam,Netherlands,52.24N,5.26E
1968-10-01,11.642,0.279,Amsterdam,Netherlands,52.24N,5.26E
1968-11-01,4.976,0.201,Amsterdam,Netherlands,52.24N,5.26E
1968-12-01,-0.4460000000000002,0.193,Amsterdam,Netherlands,52.24N,5.26E
1969-01-01,3.998,0.192,Amsterdam,Netherlands,52.24N,5.26E
1969-02-01,-0.08800000000000008,0.282,Amsterdam,Netherlands,52.24N,5.26E
1969-03-01,2.439,0.22,Amsterdam,Netherlands,52.24N,5.26E
1969-04-01,7.7150000000000025,0.304,Amsterdam,Netherlands,52.24N,5.26E
1969-05-01,12.887,0.228,Amsterdam,Netherlands,52.24N,5.26E
1969-06-01,15.186,0.306,Amsterdam,Netherlands,52.24N,5.26E
1969-07-01,18.035,0.229,Amsterdam,Netherlands,52.24N,5.26E
1969-08-01,17.855999999999995,0.151,Amsterdam,Netherlands,52.24N,5.26E
1969-09-01,14.741,0.28300000000000003,Amsterdam,Netherlands,52.24N,5.26E
1969-10-01,12.618,0.253,Amsterdam,Netherlands,52.24N,5.26E
1969-11-01,6.426,0.205,Amsterdam,Netherlands,52.24N,5.26E
1969-12-01,-1.705,0.316,Amsterdam,Netherlands,52.24N,5.26E
1970-01-01,0.32299999999999995,0.29600000000000004,Amsterdam,Netherlands,52.24N,5.26E
1970-02-01,1.0509999999999995,0.16899999999999998,Amsterdam,Netherlands,52.24N,5.26E
1970-03-01,3.115,0.276,Amsterdam,Netherlands,52.24N,5.26E
1970-04-01,6.08,0.312,Amsterdam,Netherlands,52.24N,5.26E
1970-05-01,13.097000000000001,0.246,Amsterdam,Netherlands,52.24N,5.26E
1970-06-01,17.2,0.32299999999999995,Amsterdam,Netherlands,52.24N,5.26E
1970-07-01,16.032999999999998,0.175,Amsterdam,Netherlands,52.24N,5.26E
1970-08-01,16.969,0.103,Amsterdam,Netherlands,52.24N,5.26E
1970-09-01,14.66,0.182,Amsterdam,Netherlands,52.24N,5.26E
1970-10-01,10.689,0.277,Amsterdam,Netherlands,52.24N,5.26E
1970-11-01,7.512,0.218,Amsterdam,Netherlands,52.24N,5.26E
1970-12-01,2.099,0.307,Amsterdam,Netherlands,52.24N,5.26E
1971-01-01,2.204,0.271,Amsterdam,Netherlands,52.24N,5.26E
1971-02-01,3.72,0.28600000000000003,Amsterdam,Netherlands,52.24N,5.26E
1971-03-01,2.963,0.263,Amsterdam,Netherlands,52.24N,5.26E
1971-04-01,8.019,0.202,Amsterdam,Netherlands,52.24N,5.26E
1971-05-01,13.679,0.246,Amsterdam,Netherlands,52.24N,5.26E
1971-06-01,14.227,0.077,Amsterdam,Netherlands,52.24N,5.26E
1971-07-01,17.384,0.221,Amsterdam,Netherlands,52.24N,5.26E
1971-08-01,17.442999999999998,0.189,Amsterdam,Netherlands,52.24N,5.26E
1971-09-01,13.367,0.387,Amsterdam,Netherlands,52.24N,5.26E
1971-10-01,10.525,0.259,Amsterdam,Netherlands,52.24N,5.26E
1971-11-01,5.436999999999999,0.319,Amsterdam,Netherlands,52.24N,5.26E
1971-12-01,5.138,0.225,Amsterdam,Netherlands,52.24N,5.26E
1972-01-01,0.2509999999999999,0.37,Amsterdam,Netherlands,52.24N,5.26E
1972-02-01,3.611,0.309,Amsterdam,Netherlands,52.24N,5.26E
1972-03-01,6.5340000000000025,0.243,Amsterdam,Netherlands,52.24N,5.26E
1972-04-01,7.8450000000000015,0.301,Amsterdam,Netherlands,52.24N,5.26E
1972-05-01,12.105,0.287,Amsterdam,Netherlands,52.24N,5.26E
1972-06-01,13.782,0.311,Amsterdam,Netherlands,52.24N,5.26E
1972-07-01,17.564,0.215,Amsterdam,Netherlands,52.24N,5.26E
1972-08-01,15.667000000000002,0.255,Amsterdam,Netherlands,52.24N,5.26E
1972-09-01,12.043,0.277,Amsterdam,Netherlands,52.24N,5.26E
1972-10-01,8.879999999999997,0.309,Amsterdam,Netherlands,52.24N,5.26E
1972-11-01,6.011,0.175,Amsterdam,Netherlands,52.24N,5.26E
1972-12-01,3.27,0.256,Amsterdam,Netherlands,52.24N,5.26E
1973-01-01,2.717,0.22,Amsterdam,Netherlands,52.24N,5.26E
1973-02-01,3.136,0.157,Amsterdam,Netherlands,52.24N,5.26E
1973-03-01,5.57,0.51,Amsterdam,Netherlands,52.24N,5.26E
1973-04-01,6.239000000000001,0.269,Amsterdam,Netherlands,52.24N,5.26E
1973-05-01,12.297,0.3670000000000001,Amsterdam,Netherlands,52.24N,5.26E
1973-06-01,16.125,0.228,Amsterdam,Netherlands,52.24N,5.26E
1973-07-01,17.275,0.152,Amsterdam,Netherlands,52.24N,5.26E
1973-08-01,17.725,0.358,Amsterdam,Netherlands,52.24N,5.26E
1973-09-01,15.011,0.125,Amsterdam,Netherlands,52.24N,5.26E
1973-10-01,8.975,0.29100000000000004,Amsterdam,Netherlands,52.24N,5.26E
1973-11-01,5.507999999999999,0.212,Amsterdam,Netherlands,52.24N,5.26E
1973-12-01,2.708,0.192,Amsterdam,Netherlands,52.24N,5.26E
1974-01-01,5.0120000000000005,0.279,Amsterdam,Netherlands,52.24N,5.26E
1974-02-01,4.743,0.252,Amsterdam,Netherlands,52.24N,5.26E
1974-03-01,5.847,0.224,Amsterdam,Netherlands,52.24N,5.26E
1974-04-01,9.02,0.299,Amsterdam,Netherlands,52.24N,5.26E
1974-05-01,11.685,0.287,Amsterdam,Netherlands,52.24N,5.26E
1974-06-01,14.885,0.289,Amsterdam,Netherlands,52.24N,5.26E
1974-07-01,15.495,0.192,Amsterdam,Netherlands,52.24N,5.26E
1974-08-01,16.675,0.36,Amsterdam,Netherlands,52.24N,5.26E
1974-09-01,13.222,0.165,Amsterdam,Netherlands,52.24N,5.26E
1974-10-01,7.094999999999999,0.26,Amsterdam,Netherlands,52.24N,5.26E
1974-11-01,6.422999999999999,0.376,Amsterdam,Netherlands,52.24N,5.26E
1974-12-01,6.7170000000000005,0.28300000000000003,Amsterdam,Netherlands,52.24N,5.26E
1975-01-01,6.1739999999999995,0.17600000000000002,Amsterdam,Netherlands,52.24N,5.26E
1975-02-01,3.265,0.329,Amsterdam,Netherlands,52.24N,5.26E
1975-03-01,4.847,0.16699999999999998,Amsterdam,Netherlands,52.24N,5.26E
1975-04-01,7.351,0.086,Amsterdam,Netherlands,52.24N,5.26E
1975-05-01,11.224,0.316,Amsterdam,Netherlands,52.24N,5.26E
1975-06-01,15.044,0.326,Amsterdam,Netherlands,52.24N,5.26E
1975-07-01,17.88,0.532,Amsterdam,Netherlands,52.24N,5.26E
1975-08-01,19.854000000000006,0.47,Amsterdam,Netherlands,52.24N,5.26E
1975-09-01,15.562,0.184,Amsterdam,Netherlands,52.24N,5.26E
1975-10-01,8.699,0.238,Amsterdam,Netherlands,52.24N,5.26E
